go_id	branch	name	genes	childrend	parent	color
GO:0017111	F	nucleoside-triphosphatase activity	yjjX,nudJ,dnaX,	GO:0050333,GO:0003774,GO:0004386,GO:0003924,GO:0036310,GO:0103024,GO:0043273,GO:0016887,GO:0050339,	GO:0016462,	lightblue
GO:0098797	C	plasma membrane protein complex	lolD,exbB,lolE,lolC,tonB,exbD,	GO:0071100,GO:0016014,GO:0071128,GO:0045270,GO:0070620,GO:0009921,GO:0071089,GO:0048493,GO:0071070,GO:0070437,GO:0045282,GO:0070021,GO:0044731,GO:0071133,GO:0097538,GO:0043190,GO:0070765,GO:0070464,GO:0071056,GO:0000223,GO:0070030,GO:0045268,GO:0034995,GO:0098802,GO:0071060,GO:0071138,GO:0071132,GO:0071094,GO:0071086,GO:0008076,GO:1990851,GO:0071092,GO:0030122,GO:1990392,GO:0002095,GO:0070763,GO:0071079,GO:0070518,GO:0070466,GO:0070357,GO:0070450,GO:0070017,GO:1990184,GO:0071121,GO:0045262,GO:0070519,GO:0035003,GO:0071095,GO:0071098,GO:0045266,GO:0045278,GO:0030094,GO:0035867,GO:0071085,GO:0071116,GO:0070719,GO:0070334,GO:0005922,GO:0071118,GO:0071061,GO:0071059,GO:0070769,GO:0005834,GO:0009324,GO:0070770,GO:0071135,GO:0030132,GO:0071087,GO:1990398,GO:0071093,GO:0071101,GO:0045274,GO:0033281,GO:0071055,GO:0030936,GO:0071097,GO:0034997,GO:0071122,GO:0000148,GO:0071125,GO:0070618,GO:0071123,GO:0044799,GO:0070023,GO:0071081,GO:0071069,GO:0031264,GO:0071113,GO:0071083,GO:0005579,GO:0045272,GO:0016012,GO:0071090,GO:0071129,GO:0071080,GO:0071064,GO:0070436,GO:0071054,GO:0070014,GO:0071119,GO:0030096,GO:0070558,GO:0016013,GO:0071057,GO:0070029,GO:0071131,GO:0070515,GO:0043020,GO:0071130,GO:0001518,GO:0070764,GO:0016600,GO:0005891,GO:0070619,GO:0071120,GO:0071137,GO:0035868,GO:0045284,GO:0034673,GO:0070621,GO:0070031,GO:0071052,GO:0008282,GO:0070465,GO:0071068,GO:0071053,GO:0016342,GO:0071127,GO:0071062,GO:0033181,GO:0045260,GO:0071096,GO:0042611,GO:0034662,GO:0071114,GO:0071091,GO:0070024,GO:1990176,GO:0070333,GO:0071117,GO:0070720,GO:0071126,GO:0000222,GO:0071136,GO:0070521,GO:0071183,GO:0071065,GO:1990203,GO:0071115,GO:0071082,GO:1990270,GO:0071099,GO:0071078,GO:0097025,GO:0071134,GO:0070020,GO:0071102,GO:0070718,GO:1990207,GO:0071112,GO:0032997,GO:0070771,GO:0016010,GO:0045276,GO:0005889,GO:0033573,GO:0016011,GO:0071067,GO:0071084,GO:0045264,GO:0070435,GO:0070520,GO:0005890,GO:0071124,GO:0031913,GO:0035866,GO:0071088,GO:0016027,GO:0016935,GO:0071058,	GO:0044459,GO:0098796,	salmon
GO:0098533	NA	NA	NA	NA	NA	gray
GO:0055076	NA	NA	NA	NA	NA	gray
GO:0006812	P	cation transport	tehA,kefB,	GO:0032329,GO:0015826,GO:0015819,GO:0098655,GO:0072511,GO:0015827,GO:0015824,GO:0015696,GO:0030001,GO:0042883,GO:0015817,GO:0015821,GO:0072512,GO:0015695,GO:0006868,GO:0032328,GO:0015823,GO:0006867,GO:0015829,GO:0015822,GO:1902022,GO:0015809,GO:0015828,GO:0015816,GO:0099132,GO:0015818,GO:0015672,GO:0015820,	GO:0006811,	lightgreen
GO:0071704	NA	NA	NA	NA	NA	gray
GO:0008643	P	carbohydrate transport	bglF,alsB,ptsG,treB,fruA,rbsB,murP,glvC,ascF,lacY,ptsI,ugpC,malE,nagE,mtlA,malK,araH,ptsH,fruB,setC,glvB,yadI,sgcB,idnT,araF,	GO:0051476,GO:0070904,GO:0033231,GO:0015795,GO:0015778,GO:0015774,GO:0006859,GO:0009401,GO:0015793,GO:0015796,GO:0034219,GO:0015772,GO:0015797,GO:0106001,GO:0051475,GO:1902341,	GO:0071702,	lightgreen
GO:0015144	F	carbohydrate transmembrane transporter activity	lamB,bglH,yiaM,nanT,	GO:0015168,GO:0005402,GO:0051119,GO:0015576,GO:0015575,GO:0042876,GO:0015167,GO:0008982,GO:0015157,GO:0090563,GO:0042879,GO:0051474,GO:0043211,GO:0051477,GO:0015577,GO:0015159,	GO:0022857,	lightblue
GO:0016861	NA	NA	NA	NA	NA	gray
GO:0006044	P	N-acetylglucosamine metabolic process	yihS,	GO:0006046,GO:0006045,	GO:1901071,	lightgreen
GO:1901072	NA	NA	NA	NA	NA	gray
GO:0009226	P	nucleotide-sugar biosynthetic process	rfbB,fcl,	GO:0033480,GO:0033468,GO:0019306,GO:0033358,GO:0006065,GO:0006048,GO:0019305,GO:0019308,GO:0033472,GO:0010253,GO:0033352,GO:2001315,GO:0009298,GO:0019277,GO:0052574,GO:0042350,GO:0006055,GO:0033320,GO:0097171,	GO:0034654,GO:0009225,GO:1901137,	lightgreen
GO:0006047	P	UDP-N-acetylglucosamine metabolic process	frlB,glmS,	GO:0006048,GO:0006049,	GO:0006040,GO:0009225,GO:0006793,	lightgreen
GO:0046349	NA	NA	NA	NA	NA	gray
GO:0046395	NA	NA	NA	NA	NA	gray
GO:0046348	P	amino sugar catabolic process	frlC,ycjR,murQ,	GO:0046346,GO:0019278,GO:0097173,GO:0019262,GO:0006049,GO:0030392,GO:1901072,GO:2001314,	GO:1901136,GO:0006040,	lightgreen
GO:0006054	NA	NA	NA	NA	NA	gray
GO:0006006	P	glucose metabolic process	pgm,zwf,epd,yphB,yihR,gapC,pgl,galM,	GO:0046430,GO:0019655,GO:0006007,GO:0006094,GO:0019650,GO:0019574,GO:1902924,GO:0019664,	GO:0019318,	lightgreen
GO:0019320	NA	NA	NA	NA	NA	gray
GO:0050308	F	sugar-phosphatase activity	yidA,yfbT,hxpB,ybhA,ybiV,yigL,appA,hxpA,	GO:0070456,GO:0050307,GO:0004331,GO:0050309,GO:0003850,GO:0008877,GO:0042132,GO:0047386,	GO:0019203,	lightblue
GO:0016209	F	antioxidant activity	sodA,	GO:0004784,GO:0050605,GO:0032542,GO:0051920,GO:0004791,GO:0004601,GO:0004362,GO:0045174,	GO:0003674,	lightblue
GO:0016684	F	oxidoreductase activity, acting on peroxide as acceptor	ahpC,	GO:0047066,GO:0004601,GO:0102070,GO:0103003,GO:1990137,GO:0051920,	GO:0016491,	lightblue
GO:0009267	P	cellular response to starvation	phoU,argT,cstA,mazG,	GO:0034198,GO:0042149,GO:0031152,GO:0010438,GO:0015968,GO:0009970,GO:0061420,GO:0010350,GO:1990383,GO:0071262,GO:1990263,GO:0010106,GO:0034224,GO:0036225,GO:0016036,GO:0043617,GO:0080169,GO:0072732,GO:0036110,GO:0006995,GO:0051365,GO:0035874,GO:0036223,	GO:0033554,GO:0042594,GO:0031669,	lightgreen
GO:0016491	F	oxidoreductase activity	ygfS,feaB,uxuB,ydfI,yieF,gnd,wrbA,puuB,hdhA,ygfF,bfr,cueO,ygfK,ydhF,ydfG,aldB,dadA,tdh,srlD,preT,mqo,ygiN,sdhA,kefF,kduD,ftsP,frmA,xdhA,fixB,ygjR,ydjG,ydiR,yjjW,lgoD,ahr,ybiY,ybbO,entA,ysaA,qorA,ydjJ,mdh,bamB,zwf,pflC,ygcW,sodB,mdaB,ydjL,bdcA,dsbD,hcaB,hydN,gatD,yhdH,fdoI,frdA,katG,msrC,yphC,ydbK,ycaK,idnO,gcd,cysJ,lsrG,pdxH,gltB,folM,yciK,yeaE,kefG,nfsB,pflA,yeiQ,rspB,ybdR,curA,hcp,mnmC,adhP,fabG,trkA,yfcF,yghA,yahK,fdnI,yjeI,fpr,fcl,yohF,hybB,yajO,	GO:0036354,GO:0043826,GO:0033796,GO:0034539,GO:0050697,GO:0042380,GO:0009055,GO:0018699,GO:0004154,GO:0050629,GO:0016695,GO:0015039,GO:0043871,GO:0034542,GO:0018700,GO:0004497,GO:0018702,GO:0018698,GO:0046422,GO:0016679,GO:0070643,GO:0052765,GO:0018703,GO:0016705,GO:0047143,GO:0080132,GO:0043914,GO:0004800,GO:0015002,GO:0045550,GO:0035515,GO:0016627,GO:0004836,GO:0010242,GO:0043883,GO:0034949,GO:0008682,GO:0016638,GO:0001512,GO:0043364,GO:0052693,GO:0016645,GO:0016722,GO:0046992,GO:0016725,GO:0016737,GO:0018706,GO:0016721,GO:0019168,GO:0030611,GO:0043738,GO:0045301,GO:0016903,GO:0033797,GO:0035516,GO:0030613,GO:0016675,GO:0016614,GO:0034937,GO:0000170,GO:0051213,GO:0034555,GO:0003826,GO:0034540,GO:0016684,GO:0016651,GO:0016730,GO:0052614,GO:0034550,GO:0070576,GO:0034567,GO:0019174,GO:0052583,GO:0034546,GO:0052755,GO:0016229,GO:0034554,GO:0016701,GO:0043880,GO:0015048,GO:0033798,GO:0051744,GO:0016661,GO:0018705,GO:0016667,GO:0018701,GO:0050781,	GO:0003824,	lightblue
GO:0016671	F	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	trxC,trxA,msrA,	GO:0043866,GO:0047141,GO:0033745,GO:0004604,GO:0070191,GO:0047142,GO:0047139,GO:0033744,GO:0032843,GO:0033743,GO:0008113,GO:0019153,GO:0033741,GO:0047140,	GO:0016667,	lightblue
GO:1901700	NA	NA	NA	NA	NA	gray
GO:0006979	P	response to oxidative stress	yhbO,yfdK,msrA,napF,ybhJ,sufE,katE,ychF,yidH,wrbA,katG,ftnA,fre,sodA,osmC,icd,sufD,ubiH,ydbK,acnA,efeO,patZ,hslO,sufA,soxR,azoR,fumC,yfdS,bcp,ftsP,lpd,degP,ybeQ,rseC,cysD,yfdO,clpA,yfcG,yaaU,gpmM,msrP,uspF,oxyR,nfuA,	GO:0080183,GO:0070994,GO:0034599,GO:0033194,GO:0001306,GO:0000302,	GO:0006950,	lightgreen
GO:0033194	P	response to hydroperoxide	btuE,ahpC,osmC,yaaA,	GO:0071447,GO:0006982,GO:0033195,	GO:1901700,GO:0006979,	lightgreen
GO:0033212	P	iron assimilation	fhuF,cirA,yqjH,	GO:0033215,GO:0033214,GO:0033213,	GO:0006879,	lightgreen
GO:0019725	NA	NA	NA	NA	NA	gray
GO:0016668	NA	NA	NA	NA	NA	gray
GO:0000166	F	nucleotide binding	tcyN,selB,cas3,ymjB,potG,lysS,kdpB,hrpA,potA,ybjD,pheS,mdlB,phnK,asnS,ilvC,aspS,yddA,malK,afuC,epmA,carB,radD,glyS,yojI,cysN,asnA,srkA,rcsC,yhdZ,ydcT,lysU,pdxY,ugpC,ydiB,aroE,macB,mdlA,ytfR,asnB,	GO:0030551,GO:0050660,GO:0051287,GO:0032553,GO:0008327,GO:0010429,GO:0010428,GO:0050661,GO:0019103,GO:0032552,GO:0017076,	GO:1901265,GO:0036094,	lightblue
GO:0050661	F	NADP binding	folA,ilvC,fabG,zwf,ydiB,aroE,panE,pntB,yfdG,nirB,pntA,ribD,	GO:0070401,GO:0070402,	GO:0000166,GO:0050662,	lightblue
GO:0050660	F	flavin adenine dinucleotide binding	gor,yqjH,glf,glpA,mdaB,hcr,ydiJ,sthA,dld,paoB,solA,norW,ndh,mnmG,cbrA,putA,bluF,cysJ,poxB,mqo,sdhA,paaE,ahpF,lpd,fixC,nadB,lhgO,trxB,trkA,fixB,ydiR,murB,nirB,	GO:0071950,GO:0071949,	GO:0043168,GO:0000166,GO:0050662,	lightblue
GO:0004033	F	aldo-keto reductase (NADP) activity	dkgB,tas,ydjG,	GO:0050236,GO:0008106,	GO:0016616,	lightblue
GO:0003995	F	acyl-CoA dehydrogenase activity	ygcQ,fadE,	GO:0016937,GO:0004361,GO:0003853,GO:0004466,GO:0070991,GO:0008470,	GO:0016627,	lightblue
GO:0042578	F	phosphoric ester hydrolase activity	fbp,ycdX,	GO:0016794,GO:0016793,GO:0008081,GO:0016795,GO:0016791,	GO:0016788,	lightblue
GO:0047635	NA	NA	NA	NA	NA	gray
GO:0006522	NA	NA	NA	NA	NA	gray
GO:0009079	NA	NA	NA	NA	NA	gray
GO:0016769	NA	NA	NA	NA	NA	gray
GO:0042852	P	L-alanine biosynthetic process	avtA,	GO:0019272,GO:0019273,	GO:0006523,GO:0042851,	lightgreen
GO:0046437	NA	NA	NA	NA	NA	gray
GO:0046436	NA	NA	NA	NA	NA	gray
GO:0046145	NA	NA	NA	NA	NA	gray
GO:0015298	NA	NA	NA	NA	NA	gray
GO:0015807	P	L-amino acid transport	gadC,livF,livK,alaE,frlA,brnQ,	GO:1902024,GO:1902475,GO:1902023,GO:0015808,GO:1902022,GO:0051938,GO:0042968,GO:0015825,GO:0015816,GO:0015811,	GO:0006865,	lightgreen
GO:0032328	NA	NA	NA	NA	NA	gray
GO:0003333	P	amino acid transmembrane transport	yqeG,yhjV,tnaB,tcyN,glnP,mtr,yhdZ,proV,adiC,gadC,gltK,yijE,tdcC,yahN,yjeH,frlA,artM,	GO:1902475,GO:0035524,GO:0015881,GO:1990822,GO:0090455,GO:0015810,GO:0032974,GO:0032975,GO:1903714,GO:0032973,GO:1903713,GO:0089718,GO:1903712,GO:0034487,	GO:0006865,GO:1905039,	lightgreen
GO:0140115	NA	NA	NA	NA	NA	gray
GO:0015562	F	efflux transmembrane transporter activity	ygaH,tqsA,eamA,ybhR,ybhF,ybhS,ygaZ,tolC,mdtA,	GO:0015514,GO:0046583,GO:0010329,GO:0034639,GO:0080139,GO:0015634,GO:0010542,GO:0032523,GO:0015660,	GO:0022857,	lightblue
GO:0015179	F	L-amino acid transmembrane transporter activity	gadC,frlA,yjeH,	GO:0015187,GO:0015189,GO:0015182,GO:0015192,GO:0034639,GO:0015186,GO:0005290,GO:0061459,GO:0015195,GO:0005302,GO:0015194,GO:0034590,GO:0015193,GO:0005313,GO:0015188,GO:0000064,GO:0015183,GO:0042970,GO:0015196,GO:0005304,GO:0015191,GO:0015626,GO:0015180,GO:0015184,GO:0015190,	GO:0015171,	lightblue
GO:0001131	F	transcription factor activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding	oxyR,yebK,gcvA,cueR,kdpE,	GO:0001141,GO:0001140,	GO:0001130,	lightblue
GO:0001217	F	bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	stpA,hns,	GO:0001141,	GO:0001130,	lightblue
GO:0140101	NA	NA	NA	NA	NA	gray
GO:0002161	F	aminoacyl-tRNA editing activity	dtd,valS,yeaK,alaS,ybaK,thrS,	GO:0106026,GO:0043906,GO:0043907,GO:0051499,GO:0002196,GO:0106105,	GO:0140101,GO:0052689,	lightblue
GO:0004812	F	aminoacyl-tRNA ligase activity	asnS,lysS,aspS,proS,epmA,lysU,pheS,serS,cysS,glyS,thrS,	GO:0004830,GO:0050561,GO:0004829,GO:0004828,GO:0004819,GO:0050560,GO:0004825,GO:0004815,GO:0043767,GO:0098618,GO:0004822,GO:0004818,GO:0004826,GO:0098619,GO:0004824,GO:0050562,GO:0004827,GO:0004817,GO:0004820,GO:0004823,GO:0004832,GO:0004814,GO:0004821,GO:0004816,GO:0004831,GO:0043816,GO:0004813,	GO:0140101,GO:0016875,	lightblue
GO:0009451	P	RNA modification	truC,pcnB,rluD,hrpA,rluA,	GO:1990729,GO:0040031,GO:1900865,GO:0016556,GO:0001522,GO:0000154,GO:0035513,GO:0070706,GO:1900864,GO:0001510,GO:1990884,GO:0070705,GO:0006400,GO:0016553,	GO:0016070,GO:0043412,	lightgreen
GO:0008033	P	tRNA processing	cmoB,rnpA,rluA,rbn,truC,rnd,rne,cmoM,	GO:0042780,GO:0006388,GO:0006400,GO:0099116,GO:0090646,	GO:0034470,GO:0006399,	lightgreen
GO:0006418	P	tRNA aminoacylation for protein translation	ygjH,asnS,lysS,aspS,proS,valS,epmA,lysU,serS,glyS,thrS,metG,	GO:0006433,GO:0006430,GO:0070127,GO:0006426,GO:0006434,GO:0006425,GO:0006422,GO:0006421,GO:0006423,GO:0006428,GO:0006435,GO:0006420,GO:0006432,GO:0006438,GO:0006429,GO:0006437,GO:0006436,GO:0006424,GO:0006427,GO:0006431,GO:0006419,	GO:0043039,	lightgreen
GO:0065008	NA	NA	NA	NA	NA	gray
GO:0031406	NA	NA	NA	NA	NA	gray
GO:0004029	F	aldehyde dehydrogenase (NAD) activity	betB,astD,aldB,eutE,	GO:0033723,GO:0034520,GO:0050061,GO:0018479,GO:0019145,GO:0008802,GO:0047106,GO:0008957,GO:0047551,GO:0018484,GO:0052814,GO:0018467,GO:0018474,GO:0050569,GO:0034530,GO:0018485,GO:0008911,GO:0019108,GO:0047107,	GO:0016620,	lightblue
GO:0019299	P	rhamnose metabolic process	rhaM,	GO:0019300,GO:0019301,	GO:0019318,	lightgreen
GO:0019317	NA	NA	NA	NA	NA	gray
GO:0042354	NA	NA	NA	NA	NA	gray
GO:0051262	NA	NA	NA	NA	NA	gray
GO:0051260	P	protein homooligomerization	chbA,cutA,cpoB,lysP,yidC,dcuS,uvrD,	GO:0051289,GO:0070207,	GO:0051259,	lightgreen
GO:0019104	F	DNA N-glycosylase activity	mutM,nei,mug,nth,	GO:0003905,GO:0000702,GO:0000704,GO:0000700,GO:0097506,	GO:0016799,GO:0140097,	lightblue
GO:0006974	P	cellular response to DNA damage stimulus	uxuA,yjjU,ydiZ,purD,yjiA,recX,yqjI,rihC,fsr,emrY,iraD,hyfF,paaJ,mmuM,dsdA,cas1,yceK,narX,yiaO,aldB,mutM,treC,pstA,lexA,umuD,yqiH,yqgF,ssuE,gpr,allR,argB,yggE,sulA,yciE,yohC,insK,rtcB,ada,yqiJ,ydjM,yiaA,yhbQ,fimB,nagE,mfd,alaA,dinD,narY,deoA,rfbC,gsiB,otsA,glgX,lldR,oxyR,recN,yjiY,dinB,ompC,symE,bsmA,fumB,ygcW,purB,ompA,yjhC,yeaD,feoB,dhaK,ybfE,fdoI,yaiP,ykfM,malF,ycgB,tisB,glpK,yraJ,hyfC,yghG,rfbX,yajQ,betT,eutN,ycjW,yaaY,nadE,add,proQ,asnA,yciF,hupA,pflA,mutS,gntR,glcD,recD,adhP,purA,glxR,ygjK,cho,emrK,ldtD,dnaN,yedF,idi,flgI,rutE,yjeI,ygfI,glgA,emrE,pdeD,puuP,umuC,deoD,yehB,ftnA,ybiX,yfgI,yibH,ydiQ,malE,sbmC,ybhR,cpdB,kdgK,ybcM,yidQ,yafN,hokE,yiaB,lamB,treA,yciT,fepB,ybjX,yhaC,yfbU,ydeM,ybiJ,dinQ,yhcH,cobU,blc,dsdX,yhcF,yadC,gadX,hprS,rcnB,lldP,deoC,nikE,argF,yibA,ycdY,pfkB,pstS,elaB,katE,arsC,frdA,alkA,ycfL,paoC,solA,deoB,htpG,feoA,yjiX,yphB,yoeE,ydhQ,thiH,mlaB,mglA,aidB,yebK,recA,dctA,radD,purN,yjiM,ycjU,mglC,xthA,gabP,gadW,udp,rbfA,recQ,fdoG,nanK,asd,dhaM,glgB,uvrC,hisA,entS,	GO:0008630,GO:0006975,GO:0006281,GO:0000077,GO:0043247,GO:1990248,GO:0009432,GO:0042770,GO:0010767,GO:0042769,	GO:0033554,	lightgreen
GO:0006259	P	DNA metabolic process	tdk,orn,ydaC,smrA,rpsP,yjjV,recE,	GO:0010216,GO:0042262,GO:0033258,GO:0006308,GO:0006266,GO:0006260,GO:0000733,GO:0042148,GO:0090629,GO:0045005,GO:0032042,GO:0006285,GO:0006265,GO:0071139,GO:0098502,GO:0000732,GO:0006270,GO:0000735,GO:0071515,GO:0071897,GO:0006346,GO:0031049,GO:0006304,GO:0110025,GO:0006310,GO:0015074,GO:0006269,GO:0006274,GO:0071516,GO:0061674,GO:0001325,GO:0022616,GO:0044349,GO:0043137,GO:0071919,GO:0033567,GO:0006281,GO:0006287,GO:0000729,GO:0030491,GO:0006297,GO:0071517,GO:0043570,GO:0000723,	GO:0044260,GO:0090304,	lightgreen
GO:0006281	P	DNA repair	alkB,dnaX,recJ,nth,ligA,rtcB,dinG,recR,nudG,recQ,alkA,mutT,polA,uvrA,sbcC,mfd,yebG,sbcD,gph,umuD,ligB,mutY,radD,rusA,mug,	GO:0046787,GO:0006284,GO:0000725,GO:0006298,GO:0010213,GO:0045004,GO:0000726,GO:0006289,GO:0006302,GO:0043504,GO:0000012,GO:0036297,GO:0070914,GO:0006290,GO:0006301,	GO:0006974,GO:0006259,	lightgreen
GO:0043733	NA	NA	NA	NA	NA	gray
GO:0003684	F	damaged DNA binding	mutS,mutM,nei,atl,	GO:0032131,GO:1990165,GO:0032356,	GO:0003677,	lightblue
GO:0032991	NA	NA	NA	NA	NA	gray
GO:0003905	F	alkylbase DNA N-glycosylase activity	alkA,	GO:1990053,GO:0052821,GO:0043916,GO:0052820,GO:0043733,	GO:0019104,	lightblue
GO:0140098	NA	NA	NA	NA	NA	gray
GO:0032451	NA	NA	NA	NA	NA	gray
GO:0035511	NA	NA	NA	NA	NA	gray
GO:0035513	NA	NA	NA	NA	NA	gray
GO:0016706	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	roxA,	GO:0050590,GO:0036139,GO:0102755,GO:0102713,GO:0045486,GO:0102312,GO:0043734,GO:0045543,GO:0102716,GO:0140062,GO:0034792,GO:0102738,GO:0045544,GO:0033761,GO:0140061,GO:0102496,GO:0102739,GO:0103055,GO:0004597,GO:0050341,GO:0008336,GO:0033758,GO:0018602,GO:0045431,GO:0048244,GO:0103051,GO:0000907,GO:0103056,GO:0031543,GO:0047998,GO:0103053,GO:0103008,GO:0033763,GO:0102712,GO:0033759,GO:0103057,GO:0047080,GO:0102714,GO:0102524,GO:0102803,GO:0070579,GO:0102653,GO:0103052,GO:0102972,GO:0102805,GO:0102768,GO:0102715,GO:0050589,GO:0036140,GO:0102711,GO:0102495,GO:0102802,GO:0103054,GO:0000908,GO:0047594,GO:0102113,GO:0102924,GO:0102652,GO:0102525,GO:0070815,GO:0103010,GO:0102569,GO:0047927,GO:0102663,GO:0050353,GO:0102804,GO:0045442,GO:0016707,GO:0102494,GO:0047079,GO:0051864,GO:0052860,GO:0033760,GO:0102111,	GO:0016705,GO:0051213,	lightblue
GO:0035514	NA	NA	NA	NA	NA	gray
GO:0055114	P	oxidation-reduction process	gstB,msrQ,grxD,napF,gnd,wrbA,puuB,sodA,leuB,ydiQ,ydfG,tdh,ynjA,tynA,sdhA,mhpA,yggP,frmA,ydeM,gcvP,idnD,ygjR,ccmH,aslB,yjjW,ycjQ,ahr,lgoD,ybiY,ygcR,qorA,cysH,ydjJ,phoA,bamB,zwf,hcaC,pflC,sodB,mdaB,bdcA,dsbD,ybbN,ydjL,dsbA,gatD,yhdH,ccmC,icd,msrC,lipA,yphC,cbrA,ccmG,dsbG,lsrG,pdxH,dnaJ,lpd,yraR,dsbC,dmlA,rspB,ybdR,curA,hcp,aceF,adhP,msrP,cyaY,yfcF,yfdG,yahK,fixA,yjeI,	GO:0034440,GO:0006069,GO:0070989,GO:0015944,GO:0006735,GO:0019419,GO:0006151,GO:0010241,GO:0009444,GO:0019416,GO:0019418,GO:0019399,GO:0015975,GO:0019561,GO:0006788,GO:0015946,GO:0018158,GO:0019480,GO:0019516,GO:0006116,GO:0019329,GO:0019293,GO:0019479,GO:0019417,GO:0042964,GO:0006740,GO:0071615,GO:0019498,GO:0042161,GO:0019600,GO:0015980,GO:0022900,GO:0070277,GO:0070995,	GO:0008152,	lightgreen
GO:0016842	NA	NA	NA	NA	NA	gray
GO:0016812	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	hyuA,	GO:0019874,GO:0018751,GO:0043836,GO:0043792,GO:0050028,GO:0047532,GO:0017168,GO:0047771,GO:0004038,GO:0018752,GO:0004157,GO:0047423,GO:0018753,GO:0047789,GO:0034940,GO:0050480,GO:0047694,GO:0050539,GO:0043804,GO:0034881,GO:0008800,GO:0004151,GO:0033971,	GO:0016810,	lightblue
GO:0072523	NA	NA	NA	NA	NA	gray
GO:0006144	P	purine nucleobase metabolic process	yedX,hiuH,	GO:0046083,GO:0046100,GO:0046098,GO:0009113,GO:0046110,GO:0006145,	GO:0072521,GO:0009112,	lightgreen
GO:0046113	NA	NA	NA	NA	NA	gray
GO:0000256	NA	NA	NA	NA	NA	gray
GO:0016813	NA	NA	NA	NA	NA	gray
GO:0019015	NA	NA	NA	NA	NA	gray
GO:0044764	P	multi-organism cellular process	yiaF,	GO:0030583,GO:0036167,GO:0051715,GO:0009292,GO:0044803,GO:0031152,GO:0048874,GO:0044037,GO:1902588,GO:0042710,GO:1902590,GO:0000746,GO:0039528,	GO:0009987,GO:0051704,	lightgreen
GO:0047661	F	amino-acid racemase activity	ygeA,murI,	GO:0018114,GO:0018111,GO:0047679,GO:0008784,GO:0018112,GO:0008837,GO:0047580,GO:0047689,GO:0047462,GO:0008881,GO:0050157,GO:0030378,GO:0018113,	GO:0036361,	lightblue
GO:0015149	NA	NA	NA	NA	NA	gray
GO:0034219	P	carbohydrate transmembrane transport	ulaC,bglF,ptsG,kbaZ,treB,bglH,murP,yiaN,mngA,ascF,ulaA,chbB,frwC,yiaO,srlE,fryC,gatC,sgcC,agaS,srlB,gatB,agaV,mglA,setB,glvB,manX,agaD,ompN,cmtA,fryB,melB,agaB,chbC,fruA,yiaM,ulaB,ptsN,glvC,agaC,fryA,ompG,frvA,gatZ,malX,frwB,frvB,nagE,mtlA,frwD,fruB,chbA,setC,sgcB,rbsA,gatA,agaW,setA,	GO:0015792,GO:1904982,GO:0015749,GO:0042869,GO:0042899,GO:0042873,GO:1904981,GO:0098704,	GO:0055085,GO:0008643,	lightgreen
GO:0008645	NA	NA	NA	NA	NA	gray
GO:0071702	NA	NA	NA	NA	NA	gray
GO:0051119	F	sugar transmembrane transporter activity	gatZ,agaD,agaS,agaW,agaC,kbaZ,	GO:0015145,	GO:0015144,	lightblue
GO:0030246	F	carbohydrate binding	yiaO,mglB,xylF,yphB,yphF,araF,	GO:0048029,GO:0030247,GO:0070492,	GO:0005488,	lightblue
GO:0016857	F	racemase and epimerase activity, acting on carbohydrates and derivatives	nanM,hyi,ulaE,galE,frlC,ygbM,fucU,sgbU,ycjR,rhaM,	GO:0047918,GO:0008742,GO:0047757,GO:0050376,GO:0102541,GO:0050373,GO:0050121,GO:0047465,GO:0004034,GO:0003978,GO:0047736,GO:0050558,GO:0050378,GO:0034700,GO:0047938,GO:0010489,GO:0003974,GO:0034015,GO:0047464,GO:0008761,GO:0036373,GO:0047732,GO:0102540,GO:0008712,GO:0008830,GO:0050379,GO:0004750,	GO:0016854,	lightblue
GO:0019693	NA	NA	NA	NA	NA	gray
GO:0019682	NA	NA	NA	NA	NA	gray
GO:0019314	NA	NA	NA	NA	NA	gray
GO:0046367	NA	NA	NA	NA	NA	gray
GO:0046365	P	monosaccharide catabolic process	dhaK,	GO:0019323,GO:1901802,GO:0019320,GO:0006064,GO:0046397,GO:0019854,GO:1901273,	GO:0005996,GO:0044282,GO:0016052,	lightgreen
GO:0019321	NA	NA	NA	NA	NA	gray
GO:0005975	P	carbohydrate metabolic process	malZ,zwf,ycjU,malS,amyA,agaA,ascB,wecC,gutQ,ybiW,treC,yphB,kdsD,bglB,yieL,galE,glgB,pgl,yfaU,bglA,ebgA,	GO:0019660,GO:0016051,GO:0044262,GO:0005976,GO:0005996,GO:0019577,GO:0044040,GO:0009311,GO:0016052,	GO:0044238,GO:0071704,	lightgreen
GO:0044237	NA	NA	NA	NA	NA	gray
GO:0004396	F	hexokinase activity	mak,	GO:0019158,GO:0004340,GO:0008865,	GO:0019200,GO:0016773,	lightblue
